contentId,title,url,lang
-9157338616628196758,Situação financeira ruim de varejistas pressiona shoppings e eleva renegociações - Home - iG,http://economia.ig.com.br/2016-03-27/situacao-financeira-ruim-de-varejistas-pressiona-shoppings-e-eleva-renegociacoes.html,pt
-5917314377186856799,Artigos e Palestras - Programa Agricultura de Precisão do SENAR,http://www.senar.org.br/agricultura-precisao/artigos-e-palestras/,pt
6157037646878010131,Rede Agricultura de Precisão II,https://www.macroprograma1.cnptia.embrapa.br/redeap2,pt
-1672166631728511207,O potencial do bitcoin na América Latina,https://www.coinbr.net/blog/america-latina-apresenta-forte-potencial-para-o-bitcoin/,pt
5714314286511882372,Como Startups e Grandes Empresas podem colaborar para Inovar mais e melhor,https://www.sympla.com.br/como-startups-e-grandes-empresas-podem-colaborar-para-inovar-mais-e-melhor__60973,pt
-8141818108252244664,Pimp My Pitch: como fazer um Pitch poderoso,https://www.sympla.com.br/pimp-my-pitch-como-fazer-um-pitch-poderoso__60657,pt
-1021685224930603833,Indústria 4.0: desafios e oportunidades,http://www.telequest.com.br/portal/index.php/opiniao/5908-industria-4-0-desafios-e-oportunidades,pt
7520301770873472812,Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada,http://autoestrada.uol.com.br/noticia/1-noticias/1527-aplicativo-gratuito-permite-gerenciar-consorcio-honda-diretamente-do-celular,pt
7973573994178035769,"Governo Dilma é desaprovado por 69% e aprovado por 10%, diz Ibope",http://noticias.uol.com.br/politica/ultimas-noticias/2016/03/30/69-consideram-gestao-de-dilma-ruim-ou-pessima-aponta-pesquisa-ibope.htm,pt
-4186591400427142356,"Em parceria com Facebook, KLM passa a oferecer atendimento através do Messenger",http://www.b9.com.br/64171/social-media/em-parceria-com-facebook-klm-passa-oferecer-atendimento-atraves-do-messenger/,pt
-9172673334835262304,Tecnologia para colher mais e o uso do GPS,http://g1.globo.com/sao-paulo/sorocaba-jundiai/nosso-campo/noticia/2016/03/tecnologia-para-colher-mais-e-o-uso-do-gps.html,pt
84318068629167514,"Rede, do Itaú, lança carteira digital e prevê capturar R$ 6,4 bilhões",http://www.valor.com.br/financas/4436572/rede-do-itau-lanca-carteira-digital-e-preve-capturar-r-64-bilhoes,pt
5269583152423890030,Sabia que você pode transformar o seu celular em uma impressora 3D?,http://www.tecmundo.com.br/kickstarter/103077-sabia-voce-transformar-celular-impressora-3d.htm,pt
6090517797383271316,"April Fools - Google apresenta o realBooks, a melhor forma de ler os seus livros digitais | Google Discovery",http://googlediscovery.com/2016/04/01/google-apresenta-o-realbooks-melhor-forma-de-ler-os-seus-livros-digitais/,pt
2709926970543371965,A importância dos filmes de mulherzinha - Capitolina,http://www.revistacapitolina.com.br/a-importancia-dos-filmes-de-mulherzinha/,pt
4196146076384098027,"O ponto de virada dos bancos vai demitir milhões e está próximo, diz Citi",http://www.infomoney.com.br/negocios/inovacao/noticia/4813697/ponto-virada-dos-bancos-vai-demitir-milhoes-esta-proximo-diz,pt
6162786478796754684,O Brasil das fintechs: conheça startups nacionais que podem fazer você sair dos bancos,http://startse.infomoney.com.br/portal/2016/03/30/18360/o-brasil-das-fintechs-conhea-startups-nacionais-que-podem-fazer-voc-sair-dos-bancos/,pt
-7660505434580831027,Empresa britânica adota licença remunerada no período menstrual,http://www1.folha.uol.com.br/mercado/2016/04/1756923-empresa-britanica-adota-licenca-remunerada-no-periodo-menstrual.shtml,pt
4296604388230897073,"No ""Altas Horas"", garoto filho de casal homoafetivo dá lição contra a homofobia",https://catracalivre.com.br/geral/cidadania/indicacao/garoto-filho-de-casal-homoafetivo-rebate-jovem-durante-o-altas-horas/,pt
2888507406903473601,Amor sem fronteiras: série de fotos retrata casais gays pelo mundo,https://catracalivre.com.br/geral/cidadania/indicacao/amor-sem-fronteiras-serie-de-fotos-de-casais-gays-pelo-mundo/,pt
751528815916485437,"Olhar Digital: Notícia: Testamos o HoloLens, os óculos do futuro da Microsoft",http://m.olhardigital.uol.com.br/noticia/testamos-o-hololens-os-oculos-do-futuro-da-microsoft/56858,pt
-5799839529845993396,"""Não, você não aceita a homossexualidade ainda...""",http://www.brasilpost.com.br/nathalie-vassallo/o-problema-do-gay_b_5044958.html,pt
1362186507591814859,Conheça as 10 profissões mais felizes e infelizes do mundo,https://catracalivre.com.br/geral/emprego-trabalho/indicacao/conheca-as-10-profissoes-mais-felizes-e-infelizes-do-mundo/,pt
-42126282997118624,Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões,http://g1.globo.com/am/amazonas/noticia/2016/04/programa-de-demissao-voluntaria-na-moto-honda-tem-mais-de-500-adesoes.html,pt
-156577302871365261,WhatsApp começa a criptografar mensagens | Tecnoblog,https://tecnoblog.net/110843/whatsapp-criptografa-mensagens/,pt
6215963711332976380,Global Data Bank é lançado internacionalmente com operação no Brasil,http://www.proxxima.com.br/home/negocios/2015/11/16/Global-Data-Bank-e-lancado-internacionalmente-com-operacao-no-Brasil.html,pt
-1287202638861144684,"Eu não preciso de Unicórnios, preciso de Malamutes do Alaska...",https://www.linkedin.com/pulse/eu-n%C3%A3o-preciso-de-unic%C3%B3rnios-malamutes-do-alaska-johann-vivot,pt
3995377148178067553,"Celular se torna principal meio de acesso à internet nos lares, diz IBGE",http://www1.folha.uol.com.br/mercado/2016/04/1757972-celular-se-torna-principal-meio-de-acesso-a-internet-nos-lares-diz-ibge.shtml,pt
-8587352636561360574,Sons de animais na busca do Google | Google Discovery,http://googlediscovery.com/2016/04/05/sons-de-animais-na-busca-do-google/,pt
-7481609677042800346,Especialista explica como semente artificial de cana aumenta produtividade,http://agrishow.com.br/blog/especialista-explica-como-semente-artificial-de-cana-aumenta-produtividade/,pt
-7550906488404754851,Governo busca empresas para aprimorar Internet das Coisas no Brasil,http://www.tecmundo.com.br/internet-das-coisas/103265-governo-busca-empresas-aprimorar-internet-coisas-brasil.htm,pt
3343368383976781910,"Desenvolvendo Android, por onde começar? - Android Dev BR",https://medium.com/android-dev-br/desenvolvendo-android-por-onde-come%C3%A7ar-1dd70b4fcf57,pt
374352050712569304,O tênue equilíbrio da equipe que desenha produtos digitais,http://arquiteturadeinformacao.com/user-experience/o-tenue-equilibrio-da-equipe-que-desenha-produtos-digitais/,pt
-3785072380450959101,"Ciesp-Campinas e Lean Institute Brasil fazem evento gratuito sobre ""lean para superar a crise"" em Campinas",http://www2.portalnovidade.com.br/ciesp-campinas-e-lean-institute-brasil-fazem-evento-gratuito-sobre-lean-para-superar-a-crise-em-campinas/,pt
-788035419968530567,Especial: 5 startups brasileiras que podem tornar-se Unicórnios,http://b2bmagazine.com.br/index.php/2013-03-25-20-12-20/item/6411-especial-5-startups-brasileiras-que-podem-tornar-se-unicornios,pt
-2252459228396350242,A nova marca da HP foi criada (e rejeitada) 5 anos atrás,http://www.b9.com.br/64304/design/nova-marca-da-hp-foi-criada-e-rejeitada-5-anos-atras/,pt
-2306623058132041487,"Com inteligência artificial, ING e Microsoft criam um Rembrandt ""original""",http://www.b9.com.br/64338/advertising/com-inteligencia-artificial-ing-e-microsoft-criam-um-rembrandt-original/,pt
6941466664989793964,Accenture amplia atuação no Brasil,http://www.meioemensagem.com.br/home/comunicacao/noticias/2016/03/30/Accenture-amplia-atuacao-no-Brasil.html,pt
1120323498091467525,Cargill anuncia mudanças estratégicas para fortalecer a marca Nutron,http://dinheirorural.com.br/noticia/agrocarreira/cargill-anuncia-mudancas-estrategicas-para-fortalecer-marca-nutron,pt
-2250487690322202259,Qual o estágio de transformação digital das empresas? Líderes de TI compartilham experiências,http://itforum365.com.br/noticias/detalhe/119329/qual-o-estagio-de-transformacao-digital-das-empresas-lideres-de-ti-compartilham-experiencias,pt
5530820581773167955,Mulheres são mais criativas que homens?,http://www.meioemensagem.com.br/home/comunicacao/noticias/2016/04/06/mulheres-mais-criativas.html,pt
-1470592927114056630,Estudante de Direito dá lição em colegas após virar piada entre eles,http://www.hugogloss.com/index.php/cool/estudante-de-direito-da-licao-em-colegas-apos-virar-piada-entre-eles-veja-o-video/,pt
